Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Temperature Ambient 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Rel. Humidity Ambient 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],Atmospheric Pressure 1-Hour Mean [hPa],latitude,longitude
RNVM05M6,2023-03-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.4,3,3,73.76,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2023-03-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.31,5,5,,,,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2023-03-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.6,2,3,,,,,,,,,44.652336,20.931675
RBLVPLRM,2023-03-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.12,2,2,79.28,,,,,,,,44.803178999999986,20.400152
RV7PD1M1,2023-03-31T03:00:00.000Z,,,,,5.68,,,53,,20.4,,6,,5.87,,,23.07,,6,,,,,,,,,,,,,44.664084,20.926728999999998
RMQF0HMT,2023-03-31T03:00:00.000Z,,,,,6.23,,,56,,17.56,,6,,11.22,,,28.88,,11,,3.3,3,3,63.2,,,,,,,,44.82111999999999,20.459113000000002
RNVM05M6,2023-03-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.58,6,7,57.66,,,,,,,,44.796958999999994,20.475288
RV7PD1M1,2023-03-31T02:00:00.000Z,,,,,14.12,,,69,,21.06,,14,,21.34,,,23.77,,21,,,,,,,,,,,,,44.664084,20.926728999999998
RQCHFQWB,2023-03-31T02:00:00.000Z,,,,,14.94,,,68,,17.25,,15,,17.5,,,24.07,,18,,12.03,11,12,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2023-03-31T02:00:00.000Z,,,,,12.71,,,73,,18.02,,13,,19.12,,,29.3,,19,,7.21,7,7,48.14,,,,,,,,44.82111999999999,20.459113000000002
RH91V0ZQ,2023-03-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.34,3,3,,,,,,,,,44.652336,20.931675
RQMLY1RN,2023-03-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.77,4,5,,,,,,,,,44.011572999999984,20.925031
RBLVPLRM,2023-03-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.72,6,7,59.37,,,,,,,,44.803178999999986,20.400152
RMQF0HMT,2023-03-31T01:00:00.000Z,,,,,30.51,,,93,,18.23,,31,,68.09,,,29.4,,68,,19.74,19,20,17.16,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2023-03-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.31,4,4,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2023-03-31T01:00:00.000Z,,,,,23.72,,,84,,21.52,,24,,23.88,,,23.95,,24,,,,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2023-03-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.17,5,5,,,,,,,,,44.652336,20.931675
RNVM05M6,2023-03-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,23.54,22,24,28.71,,,,,,,,44.796958999999994,20.475288
RBLVPLRM,2023-03-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,17.96,17,18,30.24,,,,,,,,44.803178999999986,20.400152
RQCHFQWB,2023-03-31T01:00:00.000Z,,,,,24.01,,,79,,17.37,,24,,27.44,,,24.14,,27,,21.3,20,21,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2023-03-31T00:00:00.000Z,,,,,35.64,,,97,,17.86,,36,,46.76,,,27.63,,47,,27.97,26,28,7.62,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2023-03-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.22,8,8,,,,,,,,,44.011572999999984,20.925031
RNVM05M6,2023-03-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,41.13,39,41,0.94,,,,,,,,44.796958999999994,20.475288
RQCHFQWB,2023-03-31T00:00:00.000Z,,,,,27.49,,,81,,17.21,,27,,32.29,,,23.91,,32,,33.79,32,34,,,,,,,,,44.798745999999994,20.450184
RBLVPLRM,2023-03-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,30.8,29,31,15.62,,,,,,,,44.803178999999986,20.400152
RH91V0ZQ,2023-03-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.21,9,9,,,,,,,,,44.652336,20.931675
RV7PD1M1,2023-03-31T00:00:00.000Z,,,,,29.7,,,92,,21.58,,30,,30.45,,,24.03,,30,,,,,,,,,,,,,44.664084,20.926728999999998
RV7PD1M1,2023-03-30T23:00:00.000Z,,,,,31.49,,,96,,21.36,,31,,32.87,,,23.8,,33,,,,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2023-03-30T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,16.44,16,16,,,,,,,,,44.652336,20.931675
RNVM05M6,2023-03-30T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,42.65,40,43,3.78,,,,,,,,44.796958999999994,20.475288
RQCHFQWB,2023-03-30T23:00:00.000Z,,,,,26.23,,,80,,17.01,,26,,32.42,,,23.59,,32,,35.94,34,36,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2023-03-30T23:00:00.000Z,,,,,40.22,,,93,,17.34,,40,,50.23,,,26.78,,50,,24.76,23,25,12.99,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2023-03-30T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,17.5,17,18,,,,,,,,,44.011572999999984,20.925031
RBLVPLRM,2023-03-30T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,43.48,41,43,2.58,,,,,,,,44.803178999999986,20.400152
RV7PD1M1,2023-03-30T22:00:00.000Z,,,,,38.09,,,100,,20.97,,38,,40.61,,,23.37,,41,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2023-03-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,41.89,40,42,8.18,,,,,,,,44.796958999999994,20.475288
RBLVPLRM,2023-03-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,26.23,25,26,33.26,,,,,,,,44.803178999999986,20.400152
RH91V0ZQ,2023-03-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,19.97,19,20,,,,,,,,,44.652336,20.931675
RQMLY1RN,2023-03-30T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,17.16,16,17,,,,,,,,,44.011572999999984,20.925031
RMQF0HMT,2023-03-30T22:00:00.000Z,,,,,27.46,,,76,,16.57,,27,,39.17,,,25.85,,39,,34.45,32,34,9.85,,,,,,,,44.82111999999999,20.459113000000002
RQCHFQWB,2023-03-30T22:00:00.000Z,,,,,25.98,,,78,,16.74,,26,,38.06,,,23.17,,38,,39.14,37,39,,,,,,,,,44.798745999999994,20.450184
RQCHFQWB,2023-03-30T21:00:00.000Z,,,,,22.52,,,77,,16.61,,23,,30.41,,,22.69,,30,,46.67,44,47,,,,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2023-03-30T21:00:00.000Z,,,,,,,,,,,,,,,,,,,,,11.76,11,12,,,,,,,,,44.652336,20.931675
RNVM05M6,2023-03-30T21:00:00.000Z,,,,,,,,,,,,,,,,,,,,,28.55,27,29,37.61,,,,,,,,44.796958999999994,20.475288
RBLVPLRM,2023-03-30T21:00:00.000Z,,,,,,,,,,,,,,,,,,,,,52.82,50,53,7.28,,,,,,,,44.803178999999986,20.400152
RV7PD1M1,2023-03-30T21:00:00.000Z,,,,,31.15,,,94,,20.48,,31,,34.63,,,22.84,,35,,,,,,,,,,,,,44.664084,20.926728999999998
RMQF0HMT,2023-03-30T21:00:00.000Z,,,,,20.37,,,68,,16.36,,20,,33.66,,,25.36,,34,,31.22,29,31,18.79,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2023-03-30T21:00:00.000Z,,,,,,,,,,,,,,,,,,,,,17.26,16,17,,,,,,,,,44.011572999999984,20.925031
RMQF0HMT,2023-03-30T20:00:00.000Z,,,,,21.06,,,68,,16.44,,21,,31.93,,,25.11,,32,,26.52,25,27,35.39,,,,,,,,44.82111999999999,20.459113000000002
RH91V0ZQ,2023-03-30T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.61,12,13,,,,,,,,,44.652336,20.931675
RV7PD1M1,2023-03-30T20:00:00.000Z,,,,,30.27,,,97,,20.54,,30,,32.94,,,22.75,,33,,,,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2023-03-30T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,20.5,19,20,,,,,,,,,44.011572999999984,20.925031
RBLVPLRM,2023-03-30T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,30.4,29,30,42.86,,,,,,,,44.803178999999986,20.400152
RQCHFQWB,2023-03-30T20:00:00.000Z,,,,,23.25,,,81,,16.58,,23,,30.11,,,22.51,,30,,51.16,48,51,,,,,,,,,44.798745999999994,20.450184
RNVM05M6,2023-03-30T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,26.07,25,26,46.57,,,,,,,,44.796958999999994,20.475288
RQCHFQWB,2023-03-30T19:00:00.000Z,,,,,39.72,,,87,,16.58,,40,,47.57,,,22.41,,48,,56.57,54,57,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2023-03-30T19:00:00.000Z,,,,,20.64,,,66,,16.67,,21,,31.64,,,25.11,,32,,36.23,34,36,28.35,,,,,,,,44.82111999999999,20.459113000000002
RNVM05M6,2023-03-30T19:00:00.000Z,,,,,,,,,,,,,,,,,,,,,42.62,40,43,24.42,,,,,,,,44.796958999999994,20.475288
RV7PD1M1,2023-03-30T19:00:00.000Z,,,,,38.01,,,106,,20.36,,38,,47.25,,,22.58,,47,,,,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2023-03-30T19:00:00.000Z,,,,,,,,,,,,,,,,,,,,,25.42,24,25,,,,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2023-03-30T19:00:00.000Z,,,,,,,,,,,,,,,,,,,,,30.52,29,31,,,,,,,,,44.652336,20.931675
RBLVPLRM,2023-03-30T19:00:00.000Z,,,,,,,,,,,,,,,,,,,,,41.2,39,41,28.04,,,,,,,,44.803178999999986,20.400152
RBLVPLRM,2023-03-30T18:00:00.000Z,,,,,,,,,,,,,,,,,,,,,30.37,29,30,45.59,,,,,,,,44.803178999999986,20.400152
RNVM05M6,2023-03-30T18:00:00.000Z,,,,,,,,,,,,,,,,,,,,,55.67,53,56,7.05,,,,,,,,44.796958999999994,20.475288
RMQF0HMT,2023-03-30T18:00:00.000Z,,,,,25.46,,,63,,16.6,,25,,43.59,,,24.86,,44,,46.1,43,46,7.06,,,,,,,,44.82111999999999,20.459113000000002
RV7PD1M1,2023-03-30T18:00:00.000Z,,,,,58.66,,,106,,19.78,,59,,63.1,,,21.77,,63,,,,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2023-03-30T18:00:00.000Z,,,,,,,,,,,,,,,,,,,,,40.65,38,41,,,,,,,,,44.652336,20.931675
RQMLY1RN,2023-03-30T18:00:00.000Z,,,,,,,,,,,,,,,,,,,,,35.1,33,35,,,,,,,,,44.011572999999984,20.925031
RQCHFQWB,2023-03-30T18:00:00.000Z,,,,,28.19,,,65,,16.34,,28,,41.94,,,22.04,,42,,66.35,64,66,,,,,,,,,44.798745999999994,20.450184
RBLVPLRM,2023-03-30T17:00:00.000Z,,,,,,,,,,,,,,,,,,,,,15.9,15,16,78.88,,,,,,,,44.803178999999986,20.400152
RV7PD1M1,2023-03-30T17:00:00.000Z,,,,,25.18,,,60,,17.75,,25,,28.6,,,19.67,,29,,,,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2023-03-30T17:00:00.000Z,,,,,,,,,,,,,,,,,,,,,20.04,19,20,,,,,,,,,44.652336,20.931675
RQCHFQWB,2023-03-30T17:00:00.000Z,,,,,11.06,,,38,,15.87,,11,,20.46,,,21.17,,20,,44.82,42,45,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2023-03-30T17:00:00.000Z,,,,,12.26,,,43,,16.27,,12,,24.34,,,24.17,,24,,20.75,20,21,32.59,,,,,,,,44.82111999999999,20.459113000000002
RNVM05M6,2023-03-30T17:00:00.000Z,,,,,,,,,,,,,,,,,,,,,30.59,29,31,53.51,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2023-03-30T17:00:00.000Z,,,,,,,,,,,,,,,,,,,,,35.62,34,36,,,,,,,,,44.011572999999984,20.925031
RMQF0HMT,2023-03-30T16:00:00.000Z,,,,,9.26,,,35,,16.24,,9,,20.42,,,23.91,,20,,17.58,17,18,44.74,,,,,,,,44.82111999999999,20.459113000000002
RNVM05M6,2023-03-30T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,19.47,18,19,76.38,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2023-03-30T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.97,10,11,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2023-03-30T16:00:00.000Z,,,,,9.61,,,32,,17.03,,10,,13.53,,,18.86,,14,,,,,,,,,,,,,44.664084,20.926728999999998
RBLVPLRM,2023-03-30T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.48,12,12,92.12,,,,,,,,44.803178999999986,20.400152
RQCHFQWB,2023-03-30T16:00:00.000Z,,,,,7.59,,,30,,15.81,,8,,13.83,,,20.88,,14,,33.76,32,34,,,,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2023-03-30T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.53,6,7,,,,,,,,,44.652336,20.931675
RMQF0HMT,2023-03-30T15:00:00.000Z,,,,,7.64,,,32,,16.28,,8,,20,,,23.68,,20,,14.85,14,15,57.49,,,,,,,,44.82111999999999,20.459113000000002
RBLVPLRM,2023-03-30T15:00:00.000Z,,,,,,,,,,,,,,,,,,,,,15.49,15,15,86.49,,,,,,,,44.803178999999986,20.400152
RQCHFQWB,2023-03-30T15:00:00.000Z,,,,,6.7,,,30,,15.85,,7,,13.78,,,20.78,,14,,29.4,28,29,,,,,,,,,44.798745999999994,20.450184
RQMLY1RN,2023-03-30T15:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.18,8,8,,,,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2023-03-30T15:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.45,3,3,,,,,,,,,44.652336,20.931675
RV7PD1M1,2023-03-30T15:00:00.000Z,,,,,6.19,,,25,,16.92,,6,,7.16,,,18.65,,7,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2023-03-30T15:00:00.000Z,,,,,,,,,,,,,,,,,,,,,18.67,18,19,75.92,,,,,,,,44.796958999999994,20.475288
RQCHFQWB,2023-03-30T14:00:00.000Z,,,,,7.21,,,31,,15.92,,7,,17.88,,,20.68,,18,,23.86,23,24,,,,,,,,,44.798745999999994,20.450184
RNVM05M6,2023-03-30T14:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.7,10,11,89.99,,,,,,,,44.796958999999994,20.475288
RBLVPLRM,2023-03-30T14:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.94,4,4,105.46,,,,,,,,44.803178999999986,20.400152
RH91V0ZQ,2023-03-30T14:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.64,6,7,,,,,,,,,44.652336,20.931675
RV7PD1M1,2023-03-30T14:00:00.000Z,,,,,4.99,,,24,,16.99,,5,,6.82,,,18.7,,7,,,,,,,,,,,,,44.664084,20.926728999999998
RMQF0HMT,2023-03-30T14:00:00.000Z,,,,,7.19,,,32,,16.36,,7,,15.92,,,23.42,,16,,9.56,9,10,73.69,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2023-03-30T14:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.93,9,10,,,,,,,,,44.011572999999984,20.925031
RBLVPLRM,2023-03-30T13:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.8,4,4,103.66,,,,,,,,44.803178999999986,20.400152
RMQF0HMT,2023-03-30T13:00:00.000Z,,,,,7.82,,,35,,16.45,,8,,16.79,,,23.35,,17,,8.69,8,9,75.06,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2023-03-30T13:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.49,9,9,,,,,,,,,44.011572999999984,20.925031
RNVM05M6,2023-03-30T13:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.84,7,8,94.88,,,,,,,,44.796958999999994,20.475288
RH91V0ZQ,2023-03-30T13:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.5,5,6,,,,,,,,,44.652336,20.931675
RQCHFQWB,2023-03-30T13:00:00.000Z,,,,,7.28,,,33,,15.97,,7,,16.12,,,20.51,,16,,19.19,18,19,,,,,,,,,44.798745999999994,20.450184
RV7PD1M1,2023-03-30T13:00:00.000Z,,,,,4.33,,,27,,17.06,,4,,5.4,,,18.76,,5,,,,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2023-03-30T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.53,3,4,,,,,,,,,44.652336,20.931675
RQCHFQWB,2023-03-30T12:00:00.000Z,,,,,8.07,,,35,,16.06,,8,,18.61,,,20.49,,19,,26.54,25,27,,,,,,,,,44.798745999999994,20.450184
RNVM05M6,2023-03-30T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.02,8,8,93.1,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2023-03-30T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.46,8,8,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2023-03-30T12:00:00.000Z,,,,,6.37,,,36,,17.13,,6,,9.26,,,18.81,,9,,,,,,,,,,,,,44.664084,20.926728999999998
RBLVPLRM,2023-03-30T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.81,7,8,95.76,,,,,,,,44.803178999999986,20.400152
RMQF0HMT,2023-03-30T12:00:00.000Z,,,,,8.38,,,38,,16.56,,8,,25.41,,,23.33,,25,,9.99,9,10,74.25,,,,,,,,44.82111999999999,20.459113000000002
RV7PD1M1,2023-03-30T11:00:00.000Z,,,,,7.14,,,46,,17.11,,7,,8.54,,,18.75,,9,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2023-03-30T11:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.56,8,9,85.69,,,,,,,,44.796958999999994,20.475288
RMQF0HMT,2023-03-30T11:00:00.000Z,,,,,7.82,,,41,,16.62,,8,,18.13,,,22.99,,18,,10.19,10,10,69.2,,,,,,,,44.82111999999999,20.459113000000002
RBLVPLRM,2023-03-30T11:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.02,5,5,100.21,,,,,,,,44.803178999999986,20.400152
RQCHFQWB,2023-03-30T11:00:00.000Z,,,,,7.86,,,37,,16.12,,8,,19.18,,,20.31,,19,,22.85,22,23,,,,,,,,,44.798745999999994,20.450184
RQMLY1RN,2023-03-30T11:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.72,6,7,,,,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2023-03-30T11:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.19,4,4,,,,,,,,,44.652336,20.931675
RBLVPLRM,2023-03-30T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.19,3,3,97.3,,,,,,,,44.803178999999986,20.400152
RQCHFQWB,2023-03-30T10:00:00.000Z,,,,,6.79,,,42,,16.16,,7,,16.26,,,20.06,,16,,20.55,19,21,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2023-03-30T10:00:00.000Z,,,,,6.69,,,49,,16.71,,7,,16.74,,,22.83,,17,,10.09,10,10,69.03,,,,,,,,44.82111999999999,20.459113000000002
RV7PD1M1,2023-03-30T10:00:00.000Z,,,,,10.84,,,58,,17.05,,11,,12.36,,,18.7,,12,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2023-03-30T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.31,9,9,76.5,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2023-03-30T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.62,4,5,,,,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2023-03-30T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.83,5,5,,,,,,,,,44.652336,20.931675
RBLVPLRM,2023-03-30T09:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.91,7,7,82.2,,,,,,,,44.803178999999986,20.400152
RV7PD1M1,2023-03-30T09:00:00.000Z,,,,,18.86,,,67,,16.87,,19,,19.83,,,18.47,,20,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2023-03-30T09:00:00.000Z,,,,,,,,,,,,,,,,,,,,,15.36,14,15,59.33,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2023-03-30T09:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.45,8,8,,,,,,,,,44.011572999999984,20.925031
