Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Temperature Ambient 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Rel. Humidity Ambient 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],Atmospheric Pressure 1-Hour Mean [hPa],latitude,longitude
A5H2PCSZ,2023-03-11T10:00:00.000Z,,5.84,11.83,,9.24,12.3,,42,,20.78,24.77,9,,10.08,12.38,,22.55,24.92,10,,4.08,4,4,,24.43,,36.81,,,,,44.797027,20.528377
AY1R2WBZ,2023-03-11T10:00:00.000Z,,3.26,6.86,,5.97,7.1,,39,,30.56,35.86,6,,7.93,7.17,,36.96,36.12,8,,8.82,8,9,,18.53,,46.16,,,,,43.0671684,22.4085712
A0VTV4M9,2023-03-11T10:00:00.000Z,,10.96,14.24,,17.79,14.88,,72,,58.14,60,18,,21.64,14.99,,73.44,60.6,22,,4.26,4,4,,10.76,,68.87,,,,,44.010408,20.91121
A3QK8XR1,2023-03-11T10:00:00.000Z,,8.55,15.6,,13.92,16.38,,54,,38.35,53.74,14,,18.59,16.51,,50.48,54.21,19,,12.84,12,13,,22.62,,38.93,,,,,44.010408,20.91121
AHVMMMWN,2023-03-11T10:00:00.000Z,,1.51,4.25,,3.82,4.43,,32,,45,46.76,4,,4.82,4.47,,55.2,47.16,5,,-0.78,,,,13.34,,64.46,,,,,43.0671684,22.4085712
A2027ZB9,2023-03-11T10:00:00.000Z,,5.53,7.45,,11.17,7.84,,53,,33.6,28.96,11,,15.35,7.95,,40.96,29.23,15,,9.72,9,10,,7.59,,67.16,,,,,44.797027,20.528377
A9YQLGCC,2023-03-11T10:00:00.000Z,,4.83,8.49,,7.07,8.81,,43,,15.73,14.88,7,,9.89,8.86,,20.65,15,10,,0.74,1,1,,13.06,,74.11,,,,,42.5366089,20.2955676
AC8QFXSV,2023-03-11T10:00:00.000Z,,0.13,2.06,,1.82,2.13,,9,,7.25,7.04,2,,2.79,2.18,,9.63,7.12,3,,-9.45,,,,11.61,,60.1,,,,,43.273598233937264,20.002305028664463
ABZ0QQ65,2023-03-11T10:00:00.000Z,,15.17,27.67,,24.33,28.87,,85,,32.93,44.75,24,,27.08,29.11,,39.3,45.02,27,,16.49,16,16,,22.96,,37.86,,,,,44.664514,20.928384
A5H2PCSZ,2023-03-11T09:00:00.000Z,,6.36,12.84,,9.54,13.36,,45,,21.32,25.37,10,,10.4,13.44,,23.15,25.53,10,,4.28,4,4,,24.36,,37.37,,,,,44.797027,20.528377
