Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Temperature Ambient 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Rel. Humidity Ambient 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],Atmospheric Pressure 1-Hour Mean [hPa],latitude,longitude
RQCHFQWB,2022-12-31T10:00:00.000Z,,,,,67.9,,,157,,55.48,,68,,104.04,,,72.39,,104,,28.53,27,29,,,,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-12-31T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,19.55,18,20,,,,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-12-31T09:00:00.000Z,,18.52,31.88,,27.78,33.38,,88,,38.44,53.77,28,,29.63,33.56,,46.32,54.14,30,,2.76,3,3,,24.16,,33.28,,,,,44.797027,20.528377
A0VTV4M9,2022-12-31T09:00:00.000Z,,59.54,91.41,,99.71,96.55,,174,,115.36,114.04,100,,130.88,97.65,,154.1,115.34,131,,11.49,11,11,,8.15,,78.79,,,,,44.010408,20.91121
AQVRLJYL,2022-12-31T09:00:00.000Z,,,,,,,,,,91.96,51.11,,,,,,152.37,51.94,,,12.84,12,13,,13.34,,65.62,,,,,44.664514,20.928384
ABZ0QQ65,2022-12-31T09:00:00.000Z,,,,,,,,,,85.51,139.43,,,,,,98.5,140.32,,,,,,,,,,,,,,44.664514,20.928384
AY1R2WBZ,2022-12-31T09:00:00.000Z,,67.63,140.46,,111,148.25,,169,,51.56,63.26,111,,129.02,149.46,,63.92,63.75,129,,3.78,4,4,,17.8,,38.89,,,,,43.0671684,22.4085712
A3QK8XR1,2022-12-31T09:00:00.000Z,,36.72,82.15,,56.86,86.29,,152,,70.94,102.04,57,,77.76,87,,93.55,102.96,78,,7.13,7,7,,21.59,,34.3,,,,,44.010408,20.91121
AC8QFXSV,2022-12-31T09:00:00.000Z,,32.96,34.2,,52.46,35.4,,117,,38.78,30.7,52,,67.96,35.71,,52.9,30.98,68,,13.02,12,13,,0.15,,83.01,,,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-12-31T09:00:00.000Z,,89.27,132.06,,154.24,139.97,,229,,87.09,78.14,154,,208.56,141.55,,119.16,78.98,209,,6.93,7,7,,5.08,,85.1,,,,,43.0671684,22.4085712
A9YQLGCC,2022-12-31T09:00:00.000Z,,37.15,49.89,,62.41,53.05,,160,,59.22,46.67,62,,85.74,53.7,,84.78,47.25,86,,2.64,2,3,,9.85,,80.58,,,,,42.5366089,20.2955676
A2027ZB9,2022-12-31T09:00:00.000Z,,59.06,103.17,,98.48,108.57,,167,,69.78,69.49,98,,123.95,109.69,,89.67,70.23,124,,6,6,6,,13.34,,61.79,,,,,44.797027,20.528377
RH91V0ZQ,2022-12-31T09:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.56,4,5,,,,,,,,,44.652336,20.931675
RMQF0HMT,2022-12-31T09:00:00.000Z,,,,,93.94,,,167,,45.59,,94,,119.2,,,62.28,,119,,24.14,23,24,3.07,,,,,,,,44.82111999999999,20.459113000000002
RQCHFQWB,2022-12-31T09:00:00.000Z,,,,,76.86,,,156,,53.28,,77,,106.28,,,69.34,,106,,23.87,23,24,,,,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-12-31T09:00:00.000Z,,,,,,,,,,,,,,,,,,,,,13.87,13,14,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2022-12-31T09:00:00.000Z,,,,,40.23,,,115,,65.16,,40,,42.09,,,68.06,,42,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-12-31T09:00:00.000Z,,,,,,,,,,,,,,,,,,,,,25.52,24,26,13.06,,,,,,,,44.796958999999994,20.475288
A5H2PCSZ,2022-12-31T08:00:00.000Z,,18.48,31.85,,27.44,33.25,,90,,38.74,54.42,27,,29.37,33.44,,46.78,54.78,29,,2.81,3,3,,23.71,,33.67,,,,,44.797027,20.528377
AQVRLJYL,2022-12-31T08:00:00.000Z,,53.17,42.92,,90.05,45.03,,,,91.96,51.11,90,,144.88,45.8,,152.37,51.94,145,,2.16,2,2,,14.24,,61.61,,,,,44.664514,20.928384
A9YQLGCC,2022-12-31T08:00:00.000Z,,53.15,72.33,,102.17,77.47,,166,,60.63,47.98,102,,158.83,78.91,,86.98,48.57,159,,9.26,9,9,,3.35,,92.77,,,,,42.5366089,20.2955676
A2027ZB9,2022-12-31T08:00:00.000Z,,51.63,89.38,,86.92,94.15,,161,,66.63,65.85,87,,116.45,95.19,,85.58,66.55,116,,20.4,19,20,,13.26,,66.96,,,,,44.797027,20.528377
A0VTV4M9,2022-12-31T08:00:00.000Z,,59.25,87.62,,101.48,92.74,,175,,114.46,113.13,101,,133.53,93.84,,153.06,114.42,134,,14.2,13,14,,6.8,,81.11,,,,,44.010408,20.91121
ABZ0QQ65,2022-12-31T08:00:00.000Z,,,,,,,,,,85.51,139.43,,,,,,98.5,140.32,,,,,,,,,,,,,,44.664514,20.928384
AHVMMMWN,2022-12-31T08:00:00.000Z,,170.32,235.49,,304.63,250.74,,254,,84.14,75.77,305,,432.78,253.79,,114.9,76.57,433,,9.7,9,10,,2.17,,87.41,,,,,43.0671684,22.4085712
AY1R2WBZ,2022-12-31T08:00:00.000Z,,57.38,121.23,,94.74,127.82,,158,,50.91,62.64,95,,113.99,128.87,,63.19,63.13,114,,1.74,2,2,,17.84,,38.12,,,,,43.0671684,22.4085712
AC8QFXSV,2022-12-31T08:00:00.000Z,,24.48,26,,39.84,26.9,,92,,38.98,31.43,40,,51.71,27.14,,53.54,31.72,52,,11.84,11,12,,-0.74,,84.14,,,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-12-31T08:00:00.000Z,,37.63,83.68,,58.02,88.11,,152,,70.96,101.78,58,,79.98,88.82,,93.54,102.71,80,,6.99,7,7,,21.12,,34.01,,,,,44.010408,20.91121
RNVM05M6,2022-12-31T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,23.07,22,23,15,,,,,,,,44.796958999999994,20.475288
RMQF0HMT,2022-12-31T08:00:00.000Z,,,,,80.28,,,163,,42.35,,80,,102.78,,,58.73,,103,,19.84,19,20,2.4,,,,,,,,44.82111999999999,20.459113000000002
RQCHFQWB,2022-12-31T08:00:00.000Z,,,,,67.53,,,147,,50.64,,68,,127.24,,,65.92,,127,,24.63,23,25,,,,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-12-31T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.46,3,3,,,,,,,,,44.652336,20.931675
RV7PD1M1,2022-12-31T08:00:00.000Z,,,,,36.21,,,118,,64.36,,36,,39.63,,,67.44,,40,,,,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-12-31T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.88,10,11,,,,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-12-31T07:00:00.000Z,,19.65,33.92,,29.94,35.46,,97,,39.23,55.34,30,,31.64,35.64,,47.52,55.72,32,,4.88,5,5,,22.94,,34.4,,,,,44.797027,20.528377
A9YQLGCC,2022-12-31T07:00:00.000Z,,39.17,40.81,,67.42,43.31,,155,,60.51,47.99,67,,101.31,43.97,,86.54,48.57,101,,8.65,8,9,,1.2,,90.95,,,,,42.5366089,20.2955676
AC8QFXSV,2022-12-31T07:00:00.000Z,,16.71,18.67,,28.46,19.3,,74,,40.93,33.71,28,,33.8,19.47,,56.68,34.02,34,,11.35,11,11,,-1.4,,84.67,,,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-12-31T07:00:00.000Z,,38.57,86.06,,60.04,90.56,,151,,71.17,101.99,60,,82.59,91.35,,93.82,102.94,83,,6.69,6,7,,20.79,,33.8,,,,,44.010408,20.91121
AQVRLJYL,2022-12-31T07:00:00.000Z,,,,,,,,,,92.27,52.13,,,,,,153.62,52.97,,,10.36,10,10,,8.73,,75.84,,,,,44.664514,20.928384
A2027ZB9,2022-12-31T07:00:00.000Z,,45.97,70.33,,77.82,74,,155,,64.77,63.37,78,,104.47,74.91,,82.93,64.03,104,,22.47,21,22,,11.67,,67.88,,,,,44.797027,20.528377
AY1R2WBZ,2022-12-31T07:00:00.000Z,,27.86,46.21,,44.41,48.51,,118,,51.11,63.13,44,,55.84,48.86,,63.2,63.62,56,,-1.65,,,,17.87,,37.58,,,,,43.0671684,22.4085712
A0VTV4M9,2022-12-31T07:00:00.000Z,,70.36,102.34,,121.76,108.32,,176,,114.47,113.39,122,,162.4,109.74,,153.23,114.68,162,,15.45,15,15,,5.88,,81.32,,,,,44.010408,20.91121
AHVMMMWN,2022-12-31T07:00:00.000Z,,85.06,113.07,,146.84,119.66,,176,,81.55,74.7,147,,203.11,121.03,,110.28,75.47,203,,6.81,6,7,,0.7,,86.46,,,,,43.0671684,22.4085712
ABZ0QQ65,2022-12-31T07:00:00.000Z,,,,,,,,,,85.51,139.43,,,,,,98.5,140.32,,,,,,,,,,,,,,44.664514,20.928384
RNVM05M6,2022-12-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,22.49,21,22,16.01,,,,,,,,44.796958999999994,20.475288
RMQF0HMT,2022-12-31T07:00:00.000Z,,,,,81.97,,,163,,40.71,,82,,104.66,,,57.86,,105,,14.8,14,15,2.45,,,,,,,,44.82111999999999,20.459113000000002
RH91V0ZQ,2022-12-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.72,3,3,,,,,,,,,44.652336,20.931675
RQMLY1RN,2022-12-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,11.48,11,11,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2022-12-31T07:00:00.000Z,,,,,50.45,,,134,,63.8,,50,,54.03,,,66.78,,54,,,,,,,,,,,,,44.664084,20.926728999999998
RQCHFQWB,2022-12-31T07:00:00.000Z,,,,,43.6,,,115,,48.4,,44,,66.62,,,61.58,,67,,31.92,30,32,,,,,,,,,44.798745999999994,20.450184
A5H2PCSZ,2022-12-31T06:00:00.000Z,,21.11,36.96,,31.21,38.5,,103,,39.45,55.86,31,,33.42,38.68,,47.89,56.23,33,,6.26,6,6,,22.3,,35.11,,,,,44.797027,20.528377
AC8QFXSV,2022-12-31T06:00:00.000Z,,9.23,11.82,,15.21,12.15,,63,,42.61,35.09,15,,17.37,12.23,,59.16,35.41,17,,10.49,10,10,,-1.75,,84.65,,,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-12-31T06:00:00.000Z,,37.33,36.29,,64.02,38.51,,154,,86.11,78.93,64,,92.55,39.03,,116.85,79.76,93,,5.84,6,6,,-0.03,,84.86,,,,,43.0671684,22.4085712
ABZ0QQ65,2022-12-31T06:00:00.000Z,,39.24,100.4,,59.65,105.09,,,,85.51,139.43,60,,72.02,105.66,,98.5,140.32,72,,6.76,6,7,,23.13,,29.93,,,,,44.664514,20.928384
A9YQLGCC,2022-12-31T06:00:00.000Z,,41.86,44.43,,71.05,47.03,,154,,61.36,48.9,71,,106.57,47.76,,87.83,49.49,107,,7.79,7,8,,0.57,,88.6,,,,,42.5366089,20.2955676
A3QK8XR1,2022-12-31T06:00:00.000Z,,33.54,68.02,,52.32,71.45,,140,,71.15,101.83,52,,72.77,72.11,,93.93,102.78,73,,5.78,5,6,,20.57,,33.81,,,,,44.010408,20.91121
A0VTV4M9,2022-12-31T06:00:00.000Z,,57.39,80.43,,95.26,84.99,,167,,114.06,113.23,95,,131.17,86.07,,152.63,114.51,131,,12.54,12,13,,5.67,,79.23,,,,,44.010408,20.91121
AQVRLJYL,2022-12-31T06:00:00.000Z,,,,,,,,,,92.27,52.13,,,,,,153.62,52.97,,,10.9,10,11,,6.32,,78.3,,,,,44.664514,20.928384
AY1R2WBZ,2022-12-31T06:00:00.000Z,,22.38,33.81,,35.78,35.42,,115,,52.01,64.8,36,,40.95,35.67,,64.28,65.31,41,,-2.98,,,,17.92,,37.52,,,,,43.0671684,22.4085712
A2027ZB9,2022-12-31T06:00:00.000Z,,33.59,40.05,,53.58,41.91,,131,,63.6,61.91,54,,71.82,42.34,,81.23,62.56,72,,20.46,19,20,,10.16,,68.07,,,,,44.797027,20.528377
RMQF0HMT,2022-12-31T06:00:00.000Z,,,,,80.33,,,161,,39.04,,80,,99.34,,,57.48,,99,,12.11,11,12,2.41,,,,,,,,44.82111999999999,20.459113000000002
RNVM05M6,2022-12-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,20.73,20,21,15.45,,,,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-12-31T06:00:00.000Z,,,,,48.89,,,129,,62.65,,49,,51.63,,,65.54,,52,,,,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2022-12-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.97,3,3,,,,,,,,,44.652336,20.931675
RQMLY1RN,2022-12-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.8,12,13,,,,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-12-31T06:00:00.000Z,,,,,39.5,,,109,,47.5,,40,,48.98,,,61.05,,49,,37.94,36,38,,,,,,,,,44.798745999999994,20.450184
A5H2PCSZ,2022-12-31T05:00:00.000Z,,23.28,41.92,,35.62,43.75,,114,,39.39,55.69,36,,41.01,44.03,,47.82,56.06,41,,8.37,8,8,,21.63,,35.78,,,,,44.797027,20.528377
AHVMMMWN,2022-12-31T05:00:00.000Z,,27.95,27.81,,47.66,29.39,,154,,87.93,81.02,48,,69.39,29.76,,119.2,81.87,69,,5.63,5,6,,0.41,,83.04,,,,,43.0671684,22.4085712
AY1R2WBZ,2022-12-31T05:00:00.000Z,,25.29,39.19,,39.65,41.15,,123,,52.02,64.76,40,,47.06,41.41,,64.37,65.27,47,,-2.42,,,,18.03,,38.08,,,,,43.0671684,22.4085712
A2027ZB9,2022-12-31T05:00:00.000Z,,25.14,28.52,,42.42,29.83,,116,,62.99,61.43,42,,52.52,30.16,,80.3,62.07,53,,19.24,18,19,,9.77,,68.1,,,,,44.797027,20.528377
AC8QFXSV,2022-12-31T05:00:00.000Z,,6.76,9.51,,13.32,9.8,,68,,44.12,35.93,13,,16.68,9.91,,61.17,36.26,17,,10.55,10,11,,-1.51,,84.8,,,,,43.273598233937264,20.002305028664463
ABZ0QQ65,2022-12-31T05:00:00.000Z,,,,,,,,,,83.17,134.17,,,,,,96.06,135.02,,,,,,,,,,,,,,44.664514,20.928384
AQVRLJYL,2022-12-31T05:00:00.000Z,,44.39,34.03,,75.85,36,,,,92.27,52.13,76,,130.41,36.66,,153.62,52.97,130,,11.26,11,11,,5.99,,80.14,,,,,44.664514,20.928384
A9YQLGCC,2022-12-31T05:00:00.000Z,,25.49,25.31,,46.21,26.86,,152,,61.61,48.99,46,,70.58,27.29,,88.33,49.58,71,,7.6,7,8,,1.16,,88.02,,,,,42.5366089,20.2955676
A0VTV4M9,2022-12-31T05:00:00.000Z,,46.56,56.32,,75.48,59.44,,162,,113.4,112.49,75,,105.9,60.18,,151.79,113.76,106,,11.92,11,12,,5.87,,78.4,,,,,44.010408,20.91121
A3QK8XR1,2022-12-31T05:00:00.000Z,,31.05,58.95,,48.22,61.95,,137,,70.95,101.34,48,,65.54,62.45,,93.59,102.29,66,,5.52,5,6,,20.48,,34.24,,,,,44.010408,20.91121
RNVM05M6,2022-12-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,15.57,15,16,23.61,,,,,,,,44.796958999999994,20.475288
RH91V0ZQ,2022-12-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.66,3,4,,,,,,,,,44.652336,20.931675
RMQF0HMT,2022-12-31T05:00:00.000Z,,,,,75.15,,,159,,36.2,,75,,87.42,,,54.27,,87,,11.63,11,12,2.4,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2022-12-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.85,8,9,,,,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-12-31T05:00:00.000Z,,,,,34.85,,,107,,46.29,,35,,41.59,,,59.73,,42,,31.2,29,31,,,,,,,,,44.798745999999994,20.450184
RV7PD1M1,2022-12-31T05:00:00.000Z,,,,,38.38,,,125,,61.42,,38,,39.45,,,64.29,,39,,,,,,,,,,,,,44.664084,20.926728999999998
A5H2PCSZ,2022-12-31T04:00:00.000Z,,25.12,47.43,,39.56,49.68,,121,,39.33,55.56,40,,47.44,50,,47.75,55.94,47,,9.48,9,9,,21.21,,36.23,,,,,44.797027,20.528377
AY1R2WBZ,2022-12-31T04:00:00.000Z,,28.43,47.56,,45.79,49.93,,132,,52.07,64.76,46,,57.18,50.36,,64.46,65.27,57,,-1.62,,,,18.11,,38.62,,,,,43.0671684,22.4085712
A0VTV4M9,2022-12-31T04:00:00.000Z,,45.11,54.77,,73.34,57.77,,163,,113.13,112.25,73,,100.89,58.46,,151.3,113.51,101,,11.58,11,12,,6.11,,78.27,,,,,44.010408,20.91121
A3QK8XR1,2022-12-31T04:00:00.000Z,,32.58,64.38,,50.57,67.71,,143,,70.73,100.92,51,,69.66,68.26,,93.35,101.86,70,,5.74,5,6,,20.52,,34.34,,,,,44.010408,20.91121
AHVMMMWN,2022-12-31T04:00:00.000Z,,40.85,43.63,,68.46,46.11,,161,,87.9,80.99,68,,97.05,46.67,,119.09,81.85,97,,5.18,5,5,,1.04,,82.29,,,,,43.0671684,22.4085712
A2027ZB9,2022-12-31T04:00:00.000Z,,19.53,22.72,,34.09,23.85,,115,,62.08,60.84,34,,40.2,24.09,,79.16,61.48,40,,14.42,14,14,,9.93,,66.99,,,,,44.797027,20.528377
A9YQLGCC,2022-12-31T04:00:00.000Z,,37.92,42.09,,64.7,44.61,,154,,62.44,49.44,65,,96.75,45.28,,89.56,50.04,97,,7.61,7,8,,2.18,,87.97,,,,,42.5366089,20.2955676
AC8QFXSV,2022-12-31T04:00:00.000Z,,9.48,12.56,,16.2,12.91,,83,,44.96,36.37,16,,19.57,13.01,,62.28,36.7,20,,11.34,11,11,,-1.45,,85.35,,,,,43.273598233937264,20.002305028664463
AQVRLJYL,2022-12-31T04:00:00.000Z,,,,,,,,,,98.07,56.75,,,,,,160.41,57.65,,,12.6,12,13,,5.15,,81.01,,,,,44.664514,20.928384
ABZ0QQ65,2022-12-31T04:00:00.000Z,,,,,,,,,,83.17,134.17,,,,,,96.06,135.02,,,,,,,,,,,,,,44.664514,20.928384
RH91V0ZQ,2022-12-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.81,3,3,,,,,,,,,44.652336,20.931675
RV7PD1M1,2022-12-31T04:00:00.000Z,,,,,50.96,,,142,,61.87,,51,,51.57,,,64.78,,52,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-12-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,14.12,13,14,25.49,,,,,,,,44.796958999999994,20.475288
RMQF0HMT,2022-12-31T04:00:00.000Z,,,,,71.66,,,156,,33.43,,72,,81.44,,,51.14,,81,,13.26,13,13,2.54,,,,,,,,44.82111999999999,20.459113000000002
RQCHFQWB,2022-12-31T04:00:00.000Z,,,,,35.34,,,114,,45.26,,35,,39.44,,,58.62,,39,,27.74,26,28,,,,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-12-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.2,8,8,,,,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-12-31T03:00:00.000Z,,26.92,51.25,,41.62,53.67,,125,,39.21,55.36,42,,50.21,54.02,,47.55,55.73,50,,9.01,8,9,,21.32,,36.1,,,,,44.797027,20.528377
A0VTV4M9,2022-12-31T03:00:00.000Z,,50.51,67.66,,83.55,71.51,,165,,112.83,111.97,84,,115.53,72.39,,150.79,113.23,116,,11.46,11,11,,6.27,,78.3,,,,,44.010408,20.91121
AQVRLJYL,2022-12-31T03:00:00.000Z,,,,,,,,,,92.7,53.04,,,,,,153.18,53.87,,,10.86,10,11,,5.47,,78.59,,,,,44.664514,20.928384
ABZ0QQ65,2022-12-31T03:00:00.000Z,,,,,,,,,,83.17,134.17,,,,,,96.06,135.02,,,,,,,,,,,,,,44.664514,20.928384
AY1R2WBZ,2022-12-31T03:00:00.000Z,,28.05,46.94,,44.96,49.26,,133,,52.07,64.75,45,,56.07,49.62,,64.48,65.26,56,,-1.12,,,,18.19,,39.33,,,,,43.0671684,22.4085712
A3QK8XR1,2022-12-31T03:00:00.000Z,,32.12,63.17,,50.49,66.5,,147,,70.3,100.01,50,,69.74,67.1,,92.74,100.94,70,,5.4,5,5,,20.63,,34.41,,,,,44.010408,20.91121
AC8QFXSV,2022-12-31T03:00:00.000Z,,16.29,18.08,,28.27,18.68,,108,,45.38,36.51,28,,35.99,18.86,,62.73,36.84,36,,11.5,11,12,,-1.34,,85.06,,,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-12-31T03:00:00.000Z,,50.43,63.55,,83.71,67.14,,162,,87.38,80.64,84,,120.47,67.92,,118.36,81.49,120,,5.99,6,6,,1.55,,82.78,,,,,43.0671684,22.4085712
A9YQLGCC,2022-12-31T03:00:00.000Z,,36.57,39.36,,60.78,41.63,,153,,62.42,49.11,61,,87.76,42.21,,89.57,49.7,88,,7.53,7,8,,2.97,,87.81,,,,,42.5366089,20.2955676
A2027ZB9,2022-12-31T03:00:00.000Z,,24.17,27.35,,42.15,28.83,,132,,61.49,60.5,42,,49.16,29.1,,78.49,61.14,49,,16.27,15,16,,9.92,,67.75,,,,,44.797027,20.528377
RNVM05M6,2022-12-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.07,10,10,29.59,,,,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-12-31T03:00:00.000Z,,,,,51.82,,,145,,61.08,,52,,54.06,,,64.03,,54,,,,,,,,,,,,,44.664084,20.926728999999998
